First Name,Last Name,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,GameID,Link,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Season,Total Yards,Total TDs,Year,PlayerID,NameConcat,First Year,Last Year,Opponent,Score,Fantasy,Team Fantasy
Don,Burrisk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,25.0,1.0,0.0,8.3,0.0,0.0,0.0,0.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,25.0,1.0,1974,002817,DonBurrisk,1971,1974,boston college,Win 19-42,8.5,8.5
Graylon,Wyatt,1.0,1.0,0.0,12.0,1.0,12.0,0.0,8.0,83.0,0.0,83.0,1.0,0.0,10.4,0.0,0.0,0.0,0.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,95.0,2.0,1974,003172,GraylonWyatt,1974,1974,boston college,Win 19-42,20.78,20.78
,Game,4.0,9.0,0.0,77.0,1.0,12.0,0.0,47.0,350.0,3.0,347.0,4.0,6.0,7.4,4.0,77.0,1.0,51.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,501.0,6.0,1974,000000,Game,,,boston college,Win 19-42,83.48,69.78
Earl,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,85.0,0.0,85.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,85.0,0.0,1974,003174,EarlCampbell,1974,1977,boston college,Win 19-42,8.5,8.5
Adrian,Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,14.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,14.0,0.0,1974,003175,AdrianFord,1974,1974,boston college,Win 19-42,1.4000000000000001,1.4000000000000001
Marty,Akins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,3.0,13.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,13.0,0.0,1974,002969,MartyAkins,1972,1975,boston college,Win 19-42,1.3,1.3
Jimmy,Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,6.0,0.0,1974,003177,JimmyWalker,1974,1976,boston college,Win 19-42,0.6000000000000001,0.6000000000000001
Joe,Aboussie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,2.0,0.0,1974,003045,JoeAboussie,1973,1975,boston college,Win 19-42,0.2,0.2
David,Bartek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,2.0,0.0,1974,003057,DavidBartek,1973,1974,boston college,Win 19-42,0.2,0.2
Pat,Padgett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,14.0,0.0,1974,003025,PatPadgett,1972,1974,boston college,Win 19-42,2.4000000000000004,1.0
Kevin,Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,51.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,51.0,0.0,1974,003181,KevinScott,1974,1975,boston college,Win 19-42,5.6000000000000005,0.5
Tommy,Ingram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,12.0,texas_bostoncollege_9_14_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-bc.htm,1974-09-14,boston college,texas,19.0,42.0,Win,1974,12.0,1.0,1974,003080,TommyIngram,1973,1975,boston college,Win 19-42,7.7,0.5
Mike,Presley,4.0,12.0,0.0,60.0,0.0,23.0,0.0,5.0,27.0,13.0,14.0,1.0,10.0,2.8,0.0,0.0,0.0,0.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,74.0,1.0,1974,003038,MikePresley,1973,1974,wyoming,Win 34-7,9.8,9.8
Walter,Rowan,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,6.0,0.0,1974,003184,WalterRowan,1974,1975,wyoming,Win 34-7,-1.4,-1.4
,Game,4.0,13.0,1.0,60.0,0.0,23.0,0.0,53.0,352.0,13.0,339.0,5.0,41.0,6.4,4.0,60.0,0.0,23.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,459.0,5.0,1974,000000,Game,,,wyoming,Win 34-7,72.3,66.3
Roosevelt,Leaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,56.0,0.0,56.0,1.0,25.0,8.0,0.0,0.0,0.0,0.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,56.0,1.0,1974,002934,RooseveltLeaks,1972,1974,wyoming,Win 34-7,11.600000000000001,11.600000000000001
Earl,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,54.0,0.0,54.0,1.0,13.0,5.4,0.0,0.0,0.0,0.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,54.0,1.0,1974,003174,EarlCampbell,1974,1977,wyoming,Win 34-7,11.4,11.4
Graylon,Wyatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,127.0,0.0,127.0,2.0,41.0,11.5,0.0,0.0,0.0,0.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,127.0,2.0,1974,003172,GraylonWyatt,1974,1974,wyoming,Win 34-7,24.700000000000003,24.700000000000003
Joe,Aboussie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,0.0,23.0,0.0,9.0,3.8,0.0,0.0,0.0,0.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,23.0,0.0,1974,003045,JoeAboussie,1973,1975,wyoming,Win 34-7,2.3000000000000003,2.3000000000000003
Marty,Akins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,9.0,0.0,1974,002969,MartyAkins,1972,1975,wyoming,Win 34-7,0.9,0.9
David,Bartek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,6.0,0.0,1974,003057,DavidBartek,1973,1974,wyoming,Win 34-7,0.6000000000000001,0.6000000000000001
Bobby,Rowan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,3.0,0.0,1974,003192,BobbyRowan,1974,1974,wyoming,Win 34-7,0.30000000000000004,0.30000000000000004
Joe,Samford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,0.0,23.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,54.0,0.0,1974,003193,JoeSamford,1974,1976,wyoming,Win 34-7,6.9,1.5
Rucker,Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,0.0,41.0,0.0,9.0,4.6,1.0,6.0,0.0,6.0,wyoming_texas_9_21_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wyo.htm,1974-09-21,texas,wyoming,34.0,7.0,Win,1974,47.0,0.0,1974,003060,RuckerLewis,1973,1974,wyoming,Win 34-7,5.200000000000001,4.6000000000000005
Mike,Presley,1.0,4.0,0.0,25.0,0.0,25.0,0.0,10.0,25.0,0.0,25.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,texas_texastech_9_28_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-tech.htm,1974-09-28,texas tech,texas,26.0,3.0,Loss,1974,50.0,0.0,1974,003038,MikePresley,1973,1974,texas tech,Loss 26-3,3.5,3.5
Marty,Akins,1.0,3.0,1.0,15.0,0.0,15.0,0.0,17.0,71.0,0.0,71.0,0.0,35.0,4.2,0.0,0.0,0.0,0.0,texas_texastech_9_28_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-tech.htm,1974-09-28,texas tech,texas,26.0,3.0,Loss,1974,86.0,0.0,1974,002969,MartyAkins,1972,1975,texas tech,Loss 26-3,5.700000000000001,5.700000000000001
Graylon,Wyatt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,51.0,0.0,51.0,0.0,10.0,5.7,0.0,0.0,0.0,0.0,texas_texastech_9_28_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-tech.htm,1974-09-28,texas tech,texas,26.0,3.0,Loss,1974,51.0,0.0,1974,003172,GraylonWyatt,1974,1974,texas tech,Loss 26-3,5.1000000000000005,5.1000000000000005
,Game,2.0,8.0,1.0,40.0,0.0,25.0,0.0,64.0,251.0,0.0,251.0,0.0,35.0,3.9,2.0,40.0,0.0,25.0,texas_texastech_9_28_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-tech.htm,1974-09-28,texas tech,texas,26.0,3.0,Loss,1974,331.0,0.0,1974,000000,Game,,,texas tech,Loss 26-3,29.700000000000003,25.700000000000003
Roosevelt,Leaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,0.0,36.0,0.0,7.0,4.5,0.0,0.0,0.0,0.0,texas_texastech_9_28_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-tech.htm,1974-09-28,texas tech,texas,26.0,3.0,Loss,1974,36.0,0.0,1974,002934,RooseveltLeaks,1972,1974,texas tech,Loss 26-3,3.6,3.6
Joe,Aboussie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,16.0,0.0,12.0,4.0,1.0,25.0,0.0,25.0,texas_texastech_9_28_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-tech.htm,1974-09-28,texas tech,texas,26.0,3.0,Loss,1974,41.0,0.0,1974,003045,JoeAboussie,1973,1975,texas tech,Loss 26-3,4.6,2.1
Pat,Padgett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,15.0,texas_texastech_9_28_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-tech.htm,1974-09-28,texas tech,texas,26.0,3.0,Loss,1974,15.0,0.0,1974,003025,PatPadgett,1972,1974,texas tech,Loss 26-3,2.0,0.5
Earl,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,0.0,52.0,0.0,11.0,3.2,0.0,0.0,0.0,0.0,texas_texastech_9_28_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-tech.htm,1974-09-28,texas tech,texas,26.0,3.0,Loss,1974,52.0,0.0,1974,003174,EarlCampbell,1974,1977,texas tech,Loss 26-3,5.2,5.2
Earl,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,125.0,0.0,125.0,1.0,36.0,7.8,0.0,0.0,0.0,0.0,washington_texas_10_5_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wash.htm,1974-10-05,texas,washington,35.0,21.0,Win,1974,125.0,1.0,1974,003174,EarlCampbell,1974,1977,washington,Win 35-21,18.5,18.5
Mike,Presley,2.0,5.0,1.0,26.0,0.0,15.0,0.0,7.0,14.0,0.0,14.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,washington_texas_10_5_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wash.htm,1974-10-05,texas,washington,35.0,21.0,Win,1974,40.0,0.0,1974,003038,MikePresley,1973,1974,washington,Win 35-21,0.44000000000000017,0.44000000000000017
,Game,3.0,10.0,2.0,36.0,0.0,15.0,0.0,72.0,367.0,0.0,367.0,5.0,36.0,5.1,3.0,36.0,0.0,15.0,washington_texas_10_5_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wash.htm,1974-10-05,texas,washington,35.0,21.0,Win,1974,439.0,5.0,1974,000000,Game,,,washington,Win 35-21,69.24,65.64
Graylon,Wyatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,82.0,0.0,82.0,1.0,21.0,7.5,0.0,0.0,0.0,0.0,washington_texas_10_5_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wash.htm,1974-10-05,texas,washington,35.0,21.0,Win,1974,82.0,1.0,1974,003172,GraylonWyatt,1974,1974,washington,Win 35-21,14.200000000000001,14.200000000000001
Marty,Akins,1.0,5.0,1.0,10.0,0.0,10.0,0.0,13.0,76.0,0.0,76.0,1.0,18.0,5.8,0.0,0.0,0.0,0.0,washington_texas_10_5_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wash.htm,1974-10-05,texas,washington,35.0,21.0,Win,1974,86.0,1.0,1974,002969,MartyAkins,1972,1975,washington,Win 35-21,12.0,12.0
Jimmy,Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,0.0,26.0,1.0,6.0,2.4,1.0,11.0,0.0,11.0,washington_texas_10_5_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wash.htm,1974-10-05,texas,washington,35.0,21.0,Win,1974,37.0,1.0,1974,003177,JimmyWalker,1974,1976,washington,Win 35-21,10.2,9.1
Rucker,Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,10.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,washington_texas_10_5_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wash.htm,1974-10-05,texas,washington,35.0,21.0,Win,1974,10.0,0.0,1974,003060,RuckerLewis,1973,1974,washington,Win 35-21,1.0,1.0
Landy,Minor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,15.0,washington_texas_10_5_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wash.htm,1974-10-05,texas,washington,35.0,21.0,Win,1974,15.0,0.0,1974,003210,LandyMinor,1974,1975,washington,Win 35-21,2.0,0.5
Pat,Padgett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,washington_texas_10_5_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wash.htm,1974-10-05,texas,washington,35.0,21.0,Win,1974,10.0,0.0,1974,003025,PatPadgett,1972,1974,washington,Win 35-21,1.5,0.5
Roosevelt,Leaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,34.0,0.0,34.0,1.0,6.0,2.8,0.0,0.0,0.0,0.0,washington_texas_10_5_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-wash.htm,1974-10-05,texas,washington,35.0,21.0,Win,1974,34.0,1.0,1974,002934,RooseveltLeaks,1972,1974,washington,Win 35-21,9.4,9.4
Marty,Akins,2.0,6.0,0.0,47.0,0.0,29.0,0.0,15.0,52.0,33.0,19.0,0.0,12.0,1.3,0.0,0.0,0.0,0.0,texas_oklahoma_10_12_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ou.htm,1974-10-12,oklahoma,texas,16.0,13.0,Loss,1974,66.0,0.0,1974,002969,MartyAkins,1972,1975,oklahoma,Loss 16-13,3.7800000000000002,3.7800000000000002
,Game,2.0,6.0,0.0,47.0,0.0,29.0,0.0,56.0,200.0,38.0,162.0,1.0,12.0,2.9,2.0,47.0,0.0,29.0,texas_oklahoma_10_12_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ou.htm,1974-10-12,oklahoma,texas,16.0,13.0,Loss,1974,256.0,1.0,1974,000000,Game,,,oklahoma,Loss 16-13,29.779999999999998,25.08
Earl,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,70.0,0.0,70.0,1.0,12.0,4.7,0.0,0.0,0.0,0.0,texas_oklahoma_10_12_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ou.htm,1974-10-12,oklahoma,texas,16.0,13.0,Loss,1974,70.0,1.0,1974,003174,EarlCampbell,1974,1977,oklahoma,Loss 16-13,13.0,13.0
Graylon,Wyatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,14.0,0.0,9.0,3.5,0.0,0.0,0.0,0.0,texas_oklahoma_10_12_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ou.htm,1974-10-12,oklahoma,texas,16.0,13.0,Loss,1974,14.0,0.0,1974,003172,GraylonWyatt,1974,1974,oklahoma,Loss 16-13,1.4000000000000001,1.4000000000000001
Roosevelt,Leaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,44.0,0.0,44.0,0.0,7.0,3.4,0.0,0.0,0.0,0.0,texas_oklahoma_10_12_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ou.htm,1974-10-12,oklahoma,texas,16.0,13.0,Loss,1974,44.0,0.0,1974,002934,RooseveltLeaks,1972,1974,oklahoma,Loss 16-13,4.4,4.4
Jimmy,Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,0.0,6.0,1.5,0.0,0.0,0.0,0.0,texas_oklahoma_10_12_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ou.htm,1974-10-12,oklahoma,texas,16.0,13.0,Loss,1974,3.0,0.0,1974,003177,JimmyWalker,1974,1976,oklahoma,Loss 16-13,0.30000000000000004,0.30000000000000004
Pat,Padgett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,29.0,texas_oklahoma_10_12_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ou.htm,1974-10-12,oklahoma,texas,16.0,13.0,Loss,1974,29.0,0.0,1974,003025,PatPadgett,1972,1974,oklahoma,Loss 16-13,3.4000000000000004,0.5
Tommy,Ingram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,18.0,texas_oklahoma_10_12_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ou.htm,1974-10-12,oklahoma,texas,16.0,13.0,Loss,1974,18.0,0.0,1974,003080,TommyIngram,1973,1975,oklahoma,Loss 16-13,2.3,0.5
Raymo,Clayborn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,2.0,12.0,0.0,5.0,1.7,0.0,0.0,0.0,0.0,texas_oklahoma_10_12_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ou.htm,1974-10-12,oklahoma,texas,16.0,13.0,Loss,1974,12.0,0.0,1974,003069,RaymoClayborn,1973,1974,oklahoma,Loss 16-13,1.2000000000000002,1.2000000000000002
Mike,Presley,1.0,3.0,0.0,6.0,0.0,6.0,0.0,3.0,20.0,0.0,20.0,0.0,18.0,6.7,0.0,0.0,0.0,0.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,26.0,0.0,1974,003038,MikePresley,1973,1974,arkansas,Win 38-7,2.24,2.24
Graylon,Wyatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,47.0,0.0,47.0,1.0,17.0,6.7,0.0,0.0,0.0,0.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,47.0,1.0,1974,003172,GraylonWyatt,1974,1974,arkansas,Win 38-7,10.7,10.7
Raymo,Clayborn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,51.0,0.0,51.0,0.0,11.0,7.3,0.0,0.0,0.0,0.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,51.0,0.0,1974,003069,RaymoClayborn,1973,1974,arkansas,Win 38-7,5.1000000000000005,5.1000000000000005
Roosevelt,Leaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,58.0,0.0,58.0,0.0,14.0,6.4,0.0,0.0,0.0,0.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,58.0,0.0,1974,002934,RooseveltLeaks,1972,1974,arkansas,Win 38-7,5.800000000000001,5.800000000000001
Earl,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,109.0,0.0,109.0,1.0,68.0,13.6,0.0,0.0,0.0,0.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,109.0,1.0,1974,003174,EarlCampbell,1974,1977,arkansas,Win 38-7,16.9,16.9
,Game,3.0,8.0,0.0,25.0,0.0,13.0,0.0,64.0,385.0,0.0,385.0,4.0,68.0,6.0,3.0,25.0,0.0,13.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,435.0,4.0,1974,000000,Game,,,arkansas,Win 38-7,67.5,65.0
Walter,Rowan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,19.0,0.0,7.0,6.3,0.0,0.0,0.0,0.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,19.0,0.0,1974,003184,WalterRowan,1974,1975,arkansas,Win 38-7,1.9000000000000001,1.9000000000000001
Marty,Akins,2.0,5.0,0.0,19.0,0.0,13.0,0.0,11.0,32.0,0.0,32.0,1.0,9.0,2.9,0.0,0.0,0.0,0.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,51.0,1.0,1974,002969,MartyAkins,1972,1975,arkansas,Win 38-7,9.96,9.96
Joe,Aboussie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,9.0,0.0,4.0,1.8,0.0,0.0,0.0,0.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,9.0,0.0,1974,003045,JoeAboussie,1973,1975,arkansas,Win 38-7,0.9,0.9
Rucker,Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,10.0,0.0,7.0,2.5,0.0,0.0,0.0,0.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,10.0,0.0,1974,003060,RuckerLewis,1973,1974,arkansas,Win 38-7,1.0,1.0
Kevin,Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,19.0,0.0,1974,003181,KevinScott,1974,1975,arkansas,Win 38-7,1.9000000000000001,1.9000000000000001
Tommy,Ingram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,arkansas_texas_10_19_1974,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/74/ut-ark.htm,1974-10-19,texas,arkansas,38.0,7.0,Win,1974,6.0,0.0,1974,003080,TommyIngram,1973,1975,arkansas,Win 38-7,1.1,0.5
