Player,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,GameID,Link,Date,Home Team,Away Team,Home Score,Away Score,Texas Result
"Womack, Delano",0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,105.0,2.0,103.0,1.0,0.0,10.3,0.0,0.0,0.0,0.0,texas_texasa&m_11_26_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tamu.htm,1953-11-26,texas a&m,texas,12.0,21.0,Win
"Cameron, Dougal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,69.0,0.0,69.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,texas_texasa&m_11_26_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tamu.htm,1953-11-26,texas a&m,texas,12.0,21.0,Win
"Simcik, Chester",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,25.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,texas_texasa&m_11_26_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tamu.htm,1953-11-26,texas a&m,texas,12.0,21.0,Win
"Kelley, Ed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,15.0,1.0,0.0,1.9,0.0,0.0,0.0,0.0,texas_texasa&m_11_26_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tamu.htm,1953-11-26,texas a&m,texas,12.0,21.0,Win
"Tolar, Pat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,14.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,texas_texasa&m_11_26_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tamu.htm,1953-11-26,texas a&m,texas,12.0,21.0,Win
"Quinn, Billy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,texas_texasa&m_11_26_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tamu.htm,1953-11-26,texas a&m,texas,12.0,21.0,Win
"Long, Bill",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,texas_texasa&m_11_26_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tamu.htm,1953-11-26,texas a&m,texas,12.0,21.0,Win
"Dyer, Glen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,-6.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,texas_texasa&m_11_26_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tamu.htm,1953-11-26,texas a&m,texas,12.0,21.0,Win
"Spring, Gilmer",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,42.0,texas_texasa&m_11_26_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tamu.htm,1953-11-26,texas a&m,texas,12.0,21.0,Win
"Massey, Carlton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,25.0,texas_texasa&m_11_26_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tamu.htm,1953-11-26,texas a&m,texas,12.0,21.0,Win
"Schriewer, Menan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,22.0,texas_texasa&m_11_26_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tamu.htm,1953-11-26,texas a&m,texas,12.0,21.0,Win
"Brewer, Charles",4.0,12.0,2.0,48.0,0.0,0.0,0.0,4.0,10.0,0.0,10.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,tcu_texas_11_14_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tcu.htm,1953-11-14,texas,tcu,13.0,3.0,Win
"Andrews, Bunny",1.0,2.0,0.0,49.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcu_texas_11_14_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tcu.htm,1953-11-14,texas,tcu,13.0,3.0,Win
"Womack, Delano",0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,35.0,1.0,34.0,0.0,0.0,2.8,2.0,25.0,0.0,0.0,tcu_texas_11_14_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tcu.htm,1953-11-14,texas,tcu,13.0,3.0,Win
Total,5.0,15.0,2.0,97.0,1.0,49.0,0.0,57.0,254.0,6.0,248.0,1.0,0.0,4.4,5.0,97.0,1.0,49.0,tcu_texas_11_14_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tcu.htm,1953-11-14,texas,tcu,13.0,3.0,Win
"Cameron, Dougal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,87.0,3.0,84.0,1.0,0.0,3.8,0.0,0.0,0.0,0.0,tcu_texas_11_14_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tcu.htm,1953-11-14,texas,tcu,13.0,3.0,Win
"Kelley, Ed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,58.0,2.0,56.0,0.0,0.0,4.7,1.0,6.0,0.0,6.0,tcu_texas_11_14_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tcu.htm,1953-11-14,texas,tcu,13.0,3.0,Win
"Simcik, Chester",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,53.0,0.0,53.0,0.0,0.0,17.7,0.0,0.0,0.0,0.0,tcu_texas_11_14_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tcu.htm,1953-11-14,texas,tcu,13.0,3.0,Win
"Long, Bill",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,tcu_texas_11_14_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tcu.htm,1953-11-14,texas,tcu,13.0,3.0,Win
"Robinson, George",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcu_texas_11_14_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tcu.htm,1953-11-14,texas,tcu,13.0,3.0,Win
"Schriewer, Menan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,49.0,tcu_texas_11_14_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tcu.htm,1953-11-14,texas,tcu,13.0,3.0,Win
"Jones, Don",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,17.0,tcu_texas_11_14_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-tcu.htm,1953-11-14,texas,tcu,13.0,3.0,Win
"Brewer, Charles",5.0,12.0,0.0,84.0,1.0,0.0,0.0,7.0,17.0,0.0,17.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,baylor_texas_11_7_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-bay.htm,1953-11-07,texas,baylor,21.0,20.0,Win
"Womack, Delano",1.0,2.0,0.0,9.0,0.0,9.0,0.0,16.0,64.0,5.0,59.0,1.0,0.0,3.7,3.0,55.0,1.0,0.0,baylor_texas_11_7_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-bay.htm,1953-11-07,texas,baylor,21.0,20.0,Win
Total,6.0,14.0,0.0,93.0,1.0,9.0,0.0,59.0,239.0,23.0,216.0,2.0,3.0,3.7,6.0,93.0,1.0,21.0,baylor_texas_11_7_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-bay.htm,1953-11-07,texas,baylor,21.0,20.0,Win
"Cameron, Dougal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,92.0,2.0,90.0,1.0,0.0,4.5,0.0,0.0,0.0,0.0,baylor_texas_11_7_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-bay.htm,1953-11-07,texas,baylor,21.0,20.0,Win
"Kelley, Ed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,43.0,16.0,27.0,0.0,0.0,3.0,1.0,9.0,0.0,9.0,baylor_texas_11_7_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-bay.htm,1953-11-07,texas,baylor,21.0,20.0,Win
"Long, Bill",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,20.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,baylor_texas_11_7_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-bay.htm,1953-11-07,texas,baylor,21.0,20.0,Win
"Robinson, George",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,baylor_texas_11_7_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-bay.htm,1953-11-07,texas,baylor,21.0,20.0,Win
"Spring, Gilmer",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,21.0,baylor_texas_11_7_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-bay.htm,1953-11-07,texas,baylor,21.0,20.0,Win
"Massey, Carlton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,baylor_texas_11_7_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-bay.htm,1953-11-07,texas,baylor,21.0,20.0,Win
"Brewer, Charles",3.0,7.0,2.0,49.0,0.0,0.0,0.0,3.0,9.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Andrews, Bunny",2.0,5.0,0.0,33.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Miller, Dick",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,-9.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Dyer, Glen",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,-9.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
Total,5.0,14.0,3.0,82.0,0.0,0.0,0.0,50.0,179.0,35.0,144.0,2.0,1.0,2.9,5.0,82.0,0.0,23.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Cameron, Dougal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,54.0,0.0,54.0,1.0,0.0,4.9,0.0,0.0,0.0,0.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Womack, Delano",0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,0.0,41.0,1.0,0.0,4.1,0.0,0.0,0.0,0.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Kelley, Ed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,41.0,5.0,36.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Long, Bill",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,5.0,11.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Bond, Walter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,7.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Youngblood, Joe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Robinson, George",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,-3.0,0.0,0.0,-1.5,1.0,23.0,0.0,23.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Massey, Carlton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,0.0,0.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Jones, Don",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,texas_smu_10_31_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-smu.htm,1953-10-31,smu,texas,7.0,16.0,Win
"Brewer, Charles",3.0,7.0,0.0,51.0,1.0,0.0,0.0,6.0,11.0,0.0,11.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Andrews, Bunny",1.0,5.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
Total,4.0,12.0,0.0,69.0,1.0,18.0,0.0,39.0,108.0,15.0,93.0,1.0,0.0,2.4,4.0,69.0,1.0,27.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Robinson, George",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,2.0,33.0,1.0,0.0,3.7,0.0,0.0,0.0,0.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Cameron, Dougal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,0.0,32.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Kelley, Ed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Long, Bill",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Tolar, Pat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Womack, Delano",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,10.0,3.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Simcik, Chester",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Spring, Gilmer",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Schriewer, Menan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,1.0,27.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Kitchens, Malcolm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,18.0,rice_texas_10_24_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-rice.htm,1953-10-24,texas,rice,13.0,18.0,Loss
"Andrews, Bunny",4.0,5.0,0.0,64.0,1.0,0.0,0.0,5.0,3.0,13.0,-10.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Brewer, Charles",2.0,5.0,2.0,21.0,0.0,0.0,0.0,6.0,46.0,0.0,46.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Womack, Delano",1.0,1.0,0.0,7.0,0.0,7.0,0.0,2.0,17.0,0.0,17.0,0.0,0.0,8.5,2.0,43.0,1.0,0.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Kelley, Ed",1.0,1.0,0.0,10.0,0.0,10.0,0.0,5.0,34.0,0.0,34.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
Total,8.0,12.0,2.0,102.0,1.0,10.0,0.0,53.0,252.0,13.0,239.0,1.0,0.0,4.5,8.0,102.0,1.0,14.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Quinn, Billy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,46.0,0.0,46.0,0.0,0.0,3.8,1.0,14.0,0.0,14.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Cameron, Dougal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,0.0,30.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Simcik, Chester",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,29.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Long, Bill",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,0.0,29.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Robinson, George",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,0.0,21.0,1.0,0.0,2.6,1.0,12.0,0.0,12.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Bond, Walter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,-3.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Massey, Carlton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Kitchens, Malcolm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,9.0,texas_arkansas_10_17_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-ark.htm,1953-10-17,arkansas,texas,7.0,16.0,Win
"Brewer, Charles",6.0,9.0,0.0,95.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
"Andrews, Bunny",1.0,3.0,0.0,9.0,0.0,9.0,0.0,1.0,0.0,3.0,-3.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
Total,7.0,12.0,0.0,104.0,1.0,9.0,0.0,44.0,138.0,21.0,117.0,1.0,4.0,2.7,7.0,104.0,1.0,20.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
"Quinn, Billy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,59.0,6.0,53.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
"Cameron, Dougal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,3.0,17.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
"Long, Bill",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,15.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
"Robinson, George",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
"Youngblood, Joe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,14.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
"Womack, Delano",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,4.0,4.0,1.0,20.0,1.0,20.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
"Kelley, Ed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,7.0,1.0,1.0,0.0,0.3,2.0,14.0,0.0,0.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
"Massey, Carlton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,59.0,0.0,0.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
"Kitchens, Malcolm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,11.0,oklahoma_texas_10_10_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-okla.htm,1953-10-10,texas,oklahoma,14.0,19.0,Loss
"Andrews, Bunny",1.0,4.0,0.0,33.0,1.0,33.0,0.0,4.0,5.0,9.0,-4.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,houston_texas_10_3_1953,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/53/ut-hou.htm,1953-10-03,texas,houston,28.0,7.0,Win
